"Video Name","Video Description","Brightcove ID","Vertical Section","Verticals","Show","Season Number","Thumbnail","thePlatform guid","thePlatform PID","Geo Restriction","People","Keywords","Keywords Text","Categories","Transcript/quote","link","Longform","Date Created","Duration","Locales","Encoding","filename"
"TDIH Aug 24","","24703022001","August","24","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/251/22204771001_24706165001_vs-22204771001-vid24704650001-img0000.jpg"" />","bc_24703022001","3SOSIC6XKX97","All","","","","","","","No","02/04/2013 14:42","55.149","pl, ro","","",
"Starozytni kosmici 4","Prawda gdzieś tam czeka!","2145463226001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/47/22204771001_2145718424001_961896998-165-1360161851021.jpg"" />","bc_2145463226001","WlmwP29VvIF7","All","","","","","","","No","03/04/2013 16:26","30.200","pl, ro","","",
"Storage Wars Texas 2","","2323318725001","","","Storage Wars Texas","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/811/bc_2323318725001_still.jpg"" />","bc_2323318725001","IPZjlOmM7Tq3","All","","DUPLICATE","","","","","No","24/05/2013 18:56","108.856","pl, ro","","",
"Cajun Pawn Stars 2 Clip 2 Ep 5","Cajun Pawn Stars 2 Clip 2 Ep 5","2443697127001","","","Cajun Pawn Stars","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/91/Cajun_Pawn_Stars_2_Clip_2_Ep_5_still_720x406_32768067906.jpg"" />","4204E25B-EDD7-B866-8CB4-1DA75280A952","d5J64TVnuTYE","All","","","","","","","No","07/06/2013 8:01","159.428","pl, ro","","",
"Cajun Pawn Stars Clip 2 5 Ep 8","Cajun Pawn Stars Clip 2 5 Ep 8","2443577250001","","","Cajun Pawn Stars","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/91/Cajun_Pawn_Stars_Clip_2_5_Ep_8_still_720x406_32768579583.jpg"" />","92A194FF-E95B-CC57-008B-1DA75281BDB6","UKkWBgTIrJvA","All","","","","","","","No","07/06/2013 8:01","148.840","pl, ro","","",
"Storage Wars Texas 3: The Leaky Unit","Jenny bids on a unit which not many of the other bidders are interested in...is this is a mistake or a very good move?","2519148123001","","","Storage Wars Texas","3","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/411/SWT_Ep1CLip1_still_720x406_34807875782.jpg"" />","8C967E03-C047-65B6-CBC8-7BCC1151A42E","LwqwVLwF7IiL","All","","DUPLICATE","","","","","No","25/06/2013 14:45","160.705","pl, ro","","",
"Gwiazdy lombardu 8","Lombard raz jeszcze! Twoi ulubieńcy powracają w nowej serii!","1234567","","","","","","1873B7AE-DB2B-56BE-AFE9-84A8229323BF","6sYElNRe7_jY","All","","","","","","","No","27/06/2013 8:02","30.293","pl, ro","","",
"Pawn Stars UK: Striptease","A 1930s striptease machine gets the boys blood racing.","","","","Pawn Stars UK","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/263/PSUK_Clip1_still_720x406_36149315918.jpg"" />","F9F790BA-E501-C6E9-3922-AF4AEC0D0932","Mq_nmdO6oQGg","All","","","","","","","No","05/07/2013 14:44","202.664","pl, ro","","",
"Pawn Stars UK: Meet the Team","Come meet wheeler dealer Big Mark and his team of UK Pawn Stars .","","","","Pawn Stars UK","","","A13BF463-B974-7C2A-5A04-AF4AEC0F4D63","TPPOu7Y3OG7l","All","","","","","","","No","05/07/2013 14:44","140.852","pl, ro","","",
"Pawn Stars UK: Ship Load of Stuff","When a ship's compass and telegraph come through the door, Big Mark and Little Mark can't help but put on a play.","","","","Pawn Stars UK","","","1C39C550-ACCE-8902-27FD-AF4AEC0FCD36","Q9gneDDBHUib","All","","","","","","","No","05/07/2013 14:44","143.639","pl, ro","","",
"Going Medieval","","","","","Going Medieval","","","BC143C7B-51F1-C7BE-9358-070B3E6DE5D7","wcXki8I3Ckj7","All","","","","","","","No","22/07/2013 15:41","31.296","pl, ro","","",
"Going Medieval: Knights","We find out exactly why the Knights were the military elite of the Medieval world.","","","","Going Medieval","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/614/GOING_MEDIEVAL_CLIP_1_still_720x406_38246979731.jpg"" />","1A1FE9C1-EA0B-355D-81BA-071870C07954","9S__j2_8rn91","All","","","","","","","No","22/07/2013 15:56","144.981","pl, ro","","",
"Pawn Stars UK","They're Pawn Stars but they're British! Don't miss this brand new series starting Monday 26 August at 9pm only on History.","","","","Pawn Stars UK","","","B06CA56C-A9AA-E092-8C3E-07258B41A451","sdQ86X7j46hw","All","","","","","","","No","22/07/2013 16:10","31.296","pl, ro","","",
"Mankind The Story of All of Us: The Ice Age","The way we adapted to survive the Ice Age is nothing short of a miracle. And being able to sew was vital to our survival.","1853806898001","","","MANKIND the story of all of us","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/971/22204771001_1858588515001_ari-origin29-arc-164-1348498469276.jpg"" />","bc_1853806898001","8xW4U5WOHxQc","All","","","","","","","No","28/03/2013 20:35","167.393","pl, ro","","",
"Mankind The Story of All of Us: The Origin of Writing","Writing is the way we store knowledge and pass it on to future generations. But how and where did it start?","1870406100001","","","MANKIND the story of all of us","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/947/22204771001_1874208771001_ari-origin29-arc-138-1349259189408.jpg"" />","bc_1870406100001","tGKXE8IJH9Uh","All","","","","","","","No","28/03/2013 20:35","141.596","pl, ro","","",
"Mankind The Story of All of Us: Birth of Democracy","The idea of democracy could have died with the Athenians. But ordinary people voted to fight the Persians to keep their way of life.","1853808596001","","","MANKIND the story of all of us","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/423/22204771001_1858588550001_ari-origin29-arc-168-1348499374649.jpg"" />","bc_1853808596001","5rizHCdozbdm","All","","","","","","","No","28/03/2013 20:35","183.800","pl, ro","","",
"Battles BC: Battle at Marathon","An outmanned, outmatched Athenian army uses their knowledge of the terrain to defeat a rampaging Perisan onslaught. After years of perceived disrespect, a gravely offended Persian army sets sail to teach the insolent Athenians a lesson.","25956578001","","","Battles BC","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/895/22204771001_25936127001_History-Battles-BC-Battle-at-Marathon-SF.jpg"" />","bc_25956578001","it_MR123csaZ","All","","","","","","","No","30/03/2013 1:56","177.397","pl, ro","","",
"TDIH Jul 6","","24631674001","July","6","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/371/22204771001_24635497001_vs-22204771001-vid24633156001-img0000.jpg"" />","bc_24631674001","Cvy9LRaU6Y7C","All","","","","","","","No","02/04/2013 14:26","55.123","pl, ro","","",
"TDIH Aug 5","","24676307001","August","5","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/775/22204771001_24684435001_vs-22204771001-vid24682642001-img0000.jpg"" />","bc_24676307001","LGxE6V5rOYm9","All","","","","","","","No","02/04/2013 14:50","55.149","pl, ro","","",
"Gwiazdy lombardu 6","","1816675136001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/71/22204771001_1816696671001_vs-5040cf644f7eb0e4a1d4ed93-782203290001.jpg"" />","bc_1816675136001","JlY57n6ExyKr","All","","","","","","","No","03/04/2013 16:14","62.187","pl, ro","","",
"Wojny przewoźników","W drugim sezonie oryginalnego reality-show powracają niezależni kierowcy, którzy odkryli, że można sporo zarobić na przewożeniu ładunków, jakimi tradycyjni przewoźnicy nie chcą się zajmować.","2328816244001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/263/bc_2328816244001_still.jpg"" />","bc_2328816244001","Rwr177Hn0fB0","All","","","","","","","No","24/05/2013 18:55","30.326","pl, ro","","",
"Cajun Pawn Stars 2 Clip 3 Ep 6","Cajun Pawn Stars 2 Clip 3 Ep 6","2443577254001","","","Cajun Pawn Stars","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/91/Cajun_Pawn_Stars_2_Clip_3_Ep_6_still_720x406_32769091591.jpg"" />","68E824C1-006F-1A0C-61F7-1DA75281BFDD","_CRew7GAmfH2","All","","","","","","","No","07/06/2013 8:01","151.696","pl, ro","","",
"Pawn Stars UK: Lord Marco?","A 100ft plot of Scottish land is up for grabs, granting the owner the title of Lord.","","","","Pawn Stars UK","","","DBF497DE-0A64-5658-7C56-AF4AEC0F815E","xAeMk_al_CAV","All","","","","","","","No","05/07/2013 14:44","164.722","pl, ro","","",
"Pawn Stars UK: Fire Extinguisher","When an antique fire extinguisher comes through the door, resident historian Simon takes a closer look to see just how old it is.","","","","Pawn Stars UK","","","3509DD1C-06BF-DBBE-0ADD-AF4AEC0FF42A","GzgNtxEsRAP2","All","","","","","","","No","05/07/2013 14:44","178.283","pl, ro","","",
"Pawn Stars UK: Beatle Wooden Spoon","Big Mark reveals a secret after a wooden spoon signed by John Lennon and Yoko Ono comes into the store.","","","","Pawn Stars UK","","","71DB3A03-369B-C841-78CE-AF4AEC0F83FF","xJ_qyw83xnfI","All","","","","","","","No","05/07/2013 14:44","130.402","pl, ro","","",
"Aşii amanetului din Louisiana: Scaunul fertilităţii","Un simbol african al fertilităţii, o chitară-bas Fender şi o pereche de cuţite din Primul Război Mondial sosesc la amanet săptămâna aceasta! Aşa e la serviciu pentru Aşii amanetului din Louisiana.","","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/763/H070AY_CAJUN_PAWN_STARS_S02E14_KNOCKED_UP_TXM_SAT_ROMANIA_WEBVOD_AETN-webvod-H.264_1_H264_still_720x406_37328451650.jpg"" />","67D993EA-58D1-1AE6-3493-E6CF223C6C7A","u93F2bzrGVoF","All","","","","","","","No","16/07/2013 9:28","1210.085","pl, ro","","",
"Brad Meltzers Decoded","Brad Meltzer and his team hunt for answers to questions that have perplexed us for centuries yet have never been fully investigated....until now.","","","","Brad Meltzer&#039;s Decoded","","","00D18275-0398-5578-DC08-059B4FAA8219","ZWe3yrEqfxy0","All","","DUPLICATE","","","","","No","22/07/2013 8:59","31.253","pl, ro","","",
"TDIH Jun 6","","24682003001","June","6","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/871/22204771001_24684404001_vs-22204771001-vid24679943001-img0000.jpg"" />","bc_24682003001","7dnzTFyZcuGb","All","","","","","","","No","02/04/2013 14:24","55.463","pl, ro","","",
"TDIH Jul 16","","24645607001","July","16","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/299/22204771001_29694408001_asset-1247737395921.jpg"" />","bc_24645607001","jWGoy7tP5FQe","All","","","","","","","No","02/04/2013 14:32","55.358","pl, ro","","",
"TDIH May 8","","25283372001","May","8","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/82/22204771001_25286103001_vs-22204771001-vid25282912001-img0000.jpg"" />","bc_25283372001","_1PBRwccmdXp","All","","","","","","","No","02/04/2013 15:18","55.227","pl, ro","","",
"Swamp People 3: Swamp Sister","","1729748275001","","","Swamp People","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/119/22204771001_1788311894001_ari-origin29-arc-154-1345114047460.jpg"" />","bc_1729748275001","d1lC_I9ZS4ju","All","","","","","","","No","03/04/2013 16:05","113.430","pl, ro","","",
"Wojny Magazynowe","","1816675133001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/1022/22204771001_1816698157001_vs-5040cf4a4f7eb0e487d4ed93-1592194047001.jpg"" />","bc_1816675133001","y_OLkj2Sy95m","All","","","","","","","No","03/04/2013 16:28","152.867","pl, ro","","",
"Pawn Stars UK Teaser 1 15s","","","","","Pawn Stars UK","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/591/Pawn_Stars_UK_Teaser_1_15s_still_720x406_38143555855.jpg"" />","6734CF1C-BEE9-4E83-50C1-07258B414E45","SyEAwu0YNWdB","All","","","","","","","No","22/07/2013 16:10","16.277","pl, ro","","",
"German attrocities B","_GERMAN_ATROCI__2837_02","68798756001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/39/22204771001_68827448001_vs-68821232001.jpg"" />","bc_68798756001","rOHVM6E3Fhyf","All","","","","","","","No","28/03/2013 20:54","109.087","pl, ro","","",
"TDIH Jul 30","","24673721001","July","30","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/323/22204771001_24679342001_vs-22204771001-vid24674220001-img0000.jpg"" />","bc_24673721001","HfLnSt0nWoUe","All","","","","","","","No","02/04/2013 14:32","55.515","pl, ro","","",
"TDIH Jan 30","","24501631001","January","30","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/823/22204771001_24503101001_vs-22204771001-vid24502531001-img0000.jpg"" />","bc_24501631001","FAVhg5KUbOTM","All","","","","","","","No","02/04/2013 14:34","55.358","pl, ro","","",
"TDIH 6 August 1945: U.S. drops atomic bomb on Hiroshima","On this day in 1945, at 8:16 a.m. Japanese time, American B-29 bomber the Enola Gay drops the world's first atom bomb over the city of Hiroshima. Approximately 80,000 people were killed as a direct result of the blast, and another 35,000 were injured. At least another 60,000 would be dead by the end of the year from the effects of the fallout...","24682018001","August","6","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/299/22204771001_24685645001_vs-22204771001-vid24684328001-img0000.jpg"" />","bc_24682018001","smPSDsNee9RC","All","","","","","","","No","02/04/2013 14:30","55.071","pl, ro","","",
"TDIH July 29","On this day in 1958, the U.S. Congress passes legislation establishing the National Aeronautics and Space Administration (NASA)","24669403001","July","29","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/299/22204771001_24679269001_vs-22204771001-vid24673097001-img0000.jpg"" />","bc_24669403001","Dw4kVVIBNPRl","All","","","","","","","No","02/04/2013 14:33","55.802","pl, ro","","",
"LUDZKOŚĆ Historia Nas Wszystkich: Bitwa pod Platejami","479 r. p.n.e.","1965481926001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/95/22204771001_1965392568001_ari-origin29-arc-183-1352813630481.jpg"" />","bc_1965481926001","6T0_IZk5aLmQ","All","","","","","","","No","03/04/2013 16:20","179.653","pl, ro","","",
"Ancient Aliens 4","","2094723426001","","","Ancient Aliens","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/571/22204771001_2094778549001_vs-50f53685e4b04f961c3caa2f-806787295001.jpg"" />","bc_2094723426001","YpP_NsjmfKQb","All","","","","","","","No","03/04/2013 16:19","36.827","pl, ro","","",
"Amerykańscy Zbieracze 4","","2086912715001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/571/22204771001_2094730853001_961896998-186-1358246274534.jpg"" />","bc_2086912715001","pusZAFrOlBGQ","All","","","","","","","No","03/04/2013 16:20","64.831","pl, ro","","",
"Wojny magazynowe – Teksas: Klip 2","""Wojny magazynowe – Teksas"" udają się do największego stanu w USA śladem uczestników aukcji poszukujących okazji.","2310175484001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/263/bc_2310175484001_still.jpg"" />","bc_2310175484001","lEL7jJ91qQdc","All","","","","","","","No","24/05/2013 18:56","161.867","pl, ro","","",
"PAWN STARS 8 Ep 6","PAWN STARS 8 Ep 6","2443310185001","","","Pawn Stars","8","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/591/PAWN_STARS_8_Ep_6_still_720x406_32768579593.jpg"" />","B56AEAF7-071C-129A-73AE-1DA56F82889B","DnB7bFWHfldR","All","","","","","","","No","07/06/2013 7:59","114.846","pl, ro","","",
